STATISTIC Label,Year,Age Group,Sex,UNIT,VALUE
Population Estimates (Persons in April),1999,15 - 19 years,Both sexes,Thousand,339
Population Estimates (Persons in April),1999,15 - 19 years,Male,Thousand,174
Population Estimates (Persons in April),1999,15 - 19 years,Female,Thousand,165
Population Estimates (Persons in April),1999,15 - 24 years,Both sexes,Thousand,643
Population Estimates (Persons in April),1999,15 - 24 years,Male,Thousand,328
Population Estimates (Persons in April),1999,15 - 24 years,Female,Thousand,315
Population Estimates (Persons in April),1999,15 years and over,Both sexes,Thousand,2911
Population Estimates (Persons in April),1999,15 years and over,Male,Thousand,1432
Population Estimates (Persons in April),1999,15 years and over,Female,Thousand,1479
Population Estimates (Persons in April),1999,20 - 24 years,Both sexes,Thousand,304
Population Estimates (Persons in April),1999,20 - 24 years,Male,Thousand,154
Population Estimates (Persons in April),1999,20 - 24 years,Female,Thousand,150
Population Estimates (Persons in April),1999,25 - 29 years,Both sexes,Thousand,280
Population Estimates (Persons in April),1999,25 - 29 years,Male,Thousand,141
Population Estimates (Persons in April),1999,25 - 29 years,Female,Thousand,139
Population Estimates (Persons in April),1999,25 - 44 years,Both sexes,Thousand,1081
Population Estimates (Persons in April),1999,25 - 44 years,Male,Thousand,537
Population Estimates (Persons in April),1999,25 - 44 years,Female,Thousand,544
Population Estimates (Persons in April),1999,30 - 34 years,Both sexes,Thousand,272
Population Estimates (Persons in April),1999,30 - 34 years,Male,Thousand,134
Population Estimates (Persons in April),1999,30 - 34 years,Female,Thousand,138
Population Estimates (Persons in April),1999,35 - 39 years,Both sexes,Thousand,274
Population Estimates (Persons in April),1999,35 - 39 years,Male,Thousand,135
Population Estimates (Persons in April),1999,35 - 39 years,Female,Thousand,138
Population Estimates (Persons in April),1999,40 - 44 years,Both sexes,Thousand,256
Population Estimates (Persons in April),1999,40 - 44 years,Male,Thousand,128
Population Estimates (Persons in April),1999,40 - 44 years,Female,Thousand,128
Population Estimates (Persons in April),1999,45 - 49 years,Both sexes,Thousand,235
Population Estimates (Persons in April),1999,45 - 49 years,Male,Thousand,118
Population Estimates (Persons in April),1999,45 - 49 years,Female,Thousand,117
Population Estimates (Persons in April),1999,45 - 64 years,Both sexes,Thousand,766
Population Estimates (Persons in April),1999,45 - 64 years,Male,Thousand,386
Population Estimates (Persons in April),1999,45 - 64 years,Female,Thousand,380
Population Estimates (Persons in April),1999,50 - 54 years,Both sexes,Thousand,218
Population Estimates (Persons in April),1999,50 - 54 years,Male,Thousand,110
Population Estimates (Persons in April),1999,50 - 54 years,Female,Thousand,107
Population Estimates (Persons in April),1999,55 - 59 years,Both sexes,Thousand,168
Population Estimates (Persons in April),1999,55 - 59 years,Male,Thousand,85
Population Estimates (Persons in April),1999,55 - 59 years,Female,Thousand,83
Population Estimates (Persons in April),1999,60 - 64 years,Both sexes,Thousand,146
Population Estimates (Persons in April),1999,60 - 64 years,Male,Thousand,73
Population Estimates (Persons in April),1999,60 - 64 years,Female,Thousand,73
Population Estimates (Persons in April),1999,65 - 69 years,Both sexes,Thousand,129
Population Estimates (Persons in April),1999,65 - 69 years,Male,Thousand,63
Population Estimates (Persons in April),1999,65 - 69 years,Female,Thousand,66
Population Estimates (Persons in April),1999,65 years and over,Both sexes,Thousand,422
Population Estimates (Persons in April),1999,65 years and over,Male,Thousand,182
Population Estimates (Persons in April),1999,65 years and over,Female,Thousand,240
Population Estimates (Persons in April),1999,70 - 74 years,Both sexes,Thousand,111
Population Estimates (Persons in April),1999,70 - 74 years,Male,Thousand,50
Population Estimates (Persons in April),1999,70 - 74 years,Female,Thousand,61
Population Estimates (Persons in April),1999,75 - 79 years,Both sexes,Thousand,89
Population Estimates (Persons in April),1999,75 - 79 years,Male,Thousand,37
Population Estimates (Persons in April),1999,75 - 79 years,Female,Thousand,52
Population Estimates (Persons in April),1999,80 - 84 years,Both sexes,Thousand,55
Population Estimates (Persons in April),1999,80 - 84 years,Male,Thousand,20
Population Estimates (Persons in April),1999,80 - 84 years,Female,Thousand,34
Population Estimates (Persons in April),1999,85 years and over,Both sexes,Thousand,38
Population Estimates (Persons in April),1999,85 years and over,Male,Thousand,12
Population Estimates (Persons in April),1999,85 years and over,Female,Thousand,27
Population Estimates (Persons in April),1999,All ages,Both sexes,Thousand,3742
Population Estimates (Persons in April),1999,All ages,Male,Thousand,1859
Population Estimates (Persons in April),1999,All ages,Female,Thousand,1883
Population Estimates (Persons in April),2000,Under 1 year,Both sexes,Thousand,54
Population Estimates (Persons in April),2000,Under 1 year,Male,Thousand,28
Population Estimates (Persons in April),2000,Under 1 year,Female,Thousand,26
Population Estimates (Persons in April),2000,0 - 4 years,Both sexes,Thousand,266
Population Estimates (Persons in April),2000,0 - 4 years,Male,Thousand,137
Population Estimates (Persons in April),2000,0 - 4 years,Female,Thousand,129
Population Estimates (Persons in April),2000,0 - 14 years,Both sexes,Thousand,828
Population Estimates (Persons in April),2000,0 - 14 years,Male,Thousand,425
Population Estimates (Persons in April),2000,0 - 14 years,Female,Thousand,403
Population Estimates (Persons in April),2000,1 - 4 years,Both sexes,Thousand,213
Population Estimates (Persons in April),2000,1 - 4 years,Male,Thousand,110
Population Estimates (Persons in April),2000,1 - 4 years,Female,Thousand,103
Population Estimates (Persons in April),2000,5 - 9 years,Both sexes,Thousand,267
Population Estimates (Persons in April),2000,5 - 9 years,Male,Thousand,137
Population Estimates (Persons in April),2000,5 - 9 years,Female,Thousand,130
Population Estimates (Persons in April),2000,10 - 14 years,Both sexes,Thousand,295
Population Estimates (Persons in April),2000,10 - 14 years,Male,Thousand,151
Population Estimates (Persons in April),2000,10 - 14 years,Female,Thousand,144
Population Estimates (Persons in April),2000,15 - 19 years,Both sexes,Thousand,329
Population Estimates (Persons in April),2000,15 - 19 years,Male,Thousand,169
Population Estimates (Persons in April),2000,15 - 19 years,Female,Thousand,161
Population Estimates (Persons in April),2000,15 - 24 years,Both sexes,Thousand,641
Population Estimates (Persons in April),2000,15 - 24 years,Male,Thousand,326
Population Estimates (Persons in April),2000,15 - 24 years,Female,Thousand,315
Population Estimates (Persons in April),2000,15 years and over,Both sexes,Thousand,2962
Population Estimates (Persons in April),2000,15 years and over,Male,Thousand,1458
Population Estimates (Persons in April),2000,15 years and over,Female,Thousand,1504
Population Estimates (Persons in April),2000,20 - 24 years,Both sexes,Thousand,312
Population Estimates (Persons in April),2000,20 - 24 years,Male,Thousand,157
Population Estimates (Persons in April),2000,20 - 24 years,Female,Thousand,155
Population Estimates (Persons in April),2000,25 - 29 years,Both sexes,Thousand,289
Population Estimates (Persons in April),2000,25 - 29 years,Male,Thousand,146
Population Estimates (Persons in April),2000,25 - 29 years,Female,Thousand,143
Population Estimates (Persons in April),2000,25 - 44 years,Both sexes,Thousand,1108
Population Estimates (Persons in April),2000,25 - 44 years,Male,Thousand,551
Population Estimates (Persons in April),2000,25 - 44 years,Female,Thousand,556
Population Estimates (Persons in April),2000,30 - 34 years,Both sexes,Thousand,278
Population Estimates (Persons in April),2000,30 - 34 years,Male,Thousand,138
Population Estimates (Persons in April),2000,30 - 34 years,Female,Thousand,140
Population Estimates (Persons in April),2000,35 - 39 years,Both sexes,Thousand,280
Population Estimates (Persons in April),2000,35 - 39 years,Male,Thousand,138
Population Estimates (Persons in April),2000,35 - 39 years,Female,Thousand,142
Population Estimates (Persons in April),2000,40 - 44 years,Both sexes,Thousand,261
Population Estimates (Persons in April),2000,40 - 44 years,Male,Thousand,130
Population Estimates (Persons in April),2000,40 - 44 years,Female,Thousand,131
Population Estimates (Persons in April),2000,45 - 49 years,Both sexes,Thousand,239
Population Estimates (Persons in April),2000,45 - 49 years,Male,Thousand,120
Population Estimates (Persons in April),2000,45 - 49 years,Female,Thousand,119
Population Estimates (Persons in April),2000,45 - 64 years,Both sexes,Thousand,788
Population Estimates (Persons in April),2000,45 - 64 years,Male,Thousand,397
Population Estimates (Persons in April),2000,45 - 64 years,Female,Thousand,391
Population Estimates (Persons in April),2000,50 - 54 years,Both sexes,Thousand,225
Population Estimates (Persons in April),2000,50 - 54 years,Male,Thousand,114
Population Estimates (Persons in April),2000,50 - 54 years,Female,Thousand,111
Population Estimates (Persons in April),2000,55 - 59 years,Both sexes,Thousand,174
Population Estimates (Persons in April),2000,55 - 59 years,Male,Thousand,88
Population Estimates (Persons in April),2000,55 - 59 years,Female,Thousand,86
Population Estimates (Persons in April),2000,60 - 64 years,Both sexes,Thousand,150
Population Estimates (Persons in April),2000,60 - 64 years,Male,Thousand,75
Population Estimates (Persons in April),2000,60 - 64 years,Female,Thousand,75
Population Estimates (Persons in April),2000,65 - 69 years,Both sexes,Thousand,129
Population Estimates (Persons in April),2000,65 - 69 years,Male,Thousand,63
Population Estimates (Persons in April),2000,65 - 69 years,Female,Thousand,66
Population Estimates (Persons in April),2000,65 years and over,Both sexes,Thousand,425
Population Estimates (Persons in April),2000,65 years and over,Male,Thousand,183
Population Estimates (Persons in April),2000,65 years and over,Female,Thousand,242
Population Estimates (Persons in April),2000,70 - 74 years,Both sexes,Thousand,111
Population Estimates (Persons in April),2000,70 - 74 years,Male,Thousand,50
Population Estimates (Persons in April),2000,70 - 74 years,Female,Thousand,61
Population Estimates (Persons in April),2000,75 - 79 years,Both sexes,Thousand,89
Population Estimates (Persons in April),2000,75 - 79 years,Male,Thousand,37
Population Estimates (Persons in April),2000,75 - 79 years,Female,Thousand,52
Population Estimates (Persons in April),2000,80 - 84 years,Both sexes,Thousand,56
Population Estimates (Persons in April),2000,80 - 84 years,Male,Thousand,21
Population Estimates (Persons in April),2000,80 - 84 years,Female,Thousand,35
Population Estimates (Persons in April),2000,85 years and over,Both sexes,Thousand,39
Population Estimates (Persons in April),2000,85 years and over,Male,Thousand,12
Population Estimates (Persons in April),2000,85 years and over,Female,Thousand,28
Population Estimates (Persons in April),2000,All ages,Both sexes,Thousand,3790
Population Estimates (Persons in April),2000,All ages,Male,Thousand,1883
Population Estimates (Persons in April),2000,All ages,Female,Thousand,1907
Population Estimates (Persons in April),2001,Under 1 year,Both sexes,Thousand,55
Population Estimates (Persons in April),2001,Under 1 year,Male,Thousand,28
Population Estimates (Persons in April),2001,Under 1 year,Female,Thousand,27
Population Estimates (Persons in April),2001,0 - 4 years,Both sexes,Thousand,273
Population Estimates (Persons in April),2001,0 - 4 years,Male,Thousand,140
Population Estimates (Persons in April),2001,0 - 4 years,Female,Thousand,133
Population Estimates (Persons in April),2001,0 - 14 years,Both sexes,Thousand,828
Population Estimates (Persons in April),2001,0 - 14 years,Male,Thousand,425
Population Estimates (Persons in April),2001,0 - 14 years,Female,Thousand,403
Population Estimates (Persons in April),2001,1 - 4 years,Both sexes,Thousand,218
Population Estimates (Persons in April),2001,1 - 4 years,Male,Thousand,112
Population Estimates (Persons in April),2001,1 - 4 years,Female,Thousand,106
Population Estimates (Persons in April),2001,5 - 9 years,Both sexes,Thousand,264
Population Estimates (Persons in April),2001,5 - 9 years,Male,Thousand,136
Population Estimates (Persons in April),2001,5 - 9 years,Female,Thousand,128
Population Estimates (Persons in April),2001,10 - 14 years,Both sexes,Thousand,291
Population Estimates (Persons in April),2001,10 - 14 years,Male,Thousand,149
Population Estimates (Persons in April),2001,10 - 14 years,Female,Thousand,142
Population Estimates (Persons in April),2001,15 - 19 years,Both sexes,Thousand,320
Population Estimates (Persons in April),2001,15 - 19 years,Male,Thousand,164
Population Estimates (Persons in April),2001,15 - 19 years,Female,Thousand,156
